date_time,region,count
2015-06-25 05:46:00,Pays de la Loire,1
2015-06-25 05:46:00,Picardie,1
2015-06-25 05:46:44,Rhone-Alpes,4
2015-06-25 05:47:00,Centre-Val de Loire,1
2015-06-25 05:47:00,Nord-Pas-de-Calais,5
2015-06-25 05:47:44,Rhone-Alpes,1
2015-06-25 05:48:00,Nord-Pas-de-Calais,4
2015-06-25 05:48:00,Pays de la Loire,3
2015-06-25 05:48:20,Rhone-Alpes,5
2015-06-25 05:48:55,Auvergne,1
2015-06-25 05:49:00,le-de-France,3
2015-06-25 05:49:00,Bourgogne,1
2015-06-25 05:49:00,Nord-Pas-de-Calais,6
2015-06-25 05:50:00,Bourgogne,11
2015-06-25 05:50:00,Bretagne,6
